,web-scraper-order,web-scraper-start-url,pagination,pagination-href,price,kunstenaar,beschrijving,image-src,url,detail_page,detail_page-href,height_painting_cm,width_painting_cm,condition,technique,signed,framed,height_frame_cm,width_frame_cm,period,style,subject,name,file_path
255,1607961618-5467,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",351,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=4200&q=filter&limit=12&status=sold&sort=enddate,d",130.0,Anton Rutgers (1880-1949),"Dit prachtige stadsgezicht is geschilderd door Nederlandse kunstenaar Anton Rutgers (1880-1949). Centraal in dit klassieke schilderij kijkt een molen uit over een rustige rivier. Recht van de molen staan een aantel huisjes en aan de horizon zijn de contouren te zien van de stad Dordrecht. Dankzij de lichte kleuren en de kalmte van de afgebeelde scène, heeft Rutgers het idyllische Nederlandse landschap afgebeeld. Het werk is linksonder gesigneerd. Het doek is in goede staat, de lijst heeft enkele gebruikssporen.",https://images.kunstveiling.nl/tmp-9aae607327e527c6315370f895f59e1a-blob_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/gezicht-op-dordrecht/234979"",",Bekijk item,https://www.kunstveiling.nl/items/anton-rutgers-gezicht-op-dordrecht/234979,38.0,59.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,49.0,69.0,1900 t/m 1944,Klassiek,Stadsgezicht,Anton Rutgers - Gezicht op Dordrecht,..\data\0255.png
256,1607961436-5390,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",346,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=4140&q=filter&limit=12&status=sold&sort=enddate,d",225.0,Bert Braam (1938),Op doek met lijst !,https://images.kunstveiling.nl/tmp-7559623a5ba6131ca3ed7066f39bd1a6-blob_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/zonder-titel/237851"",",Bekijk item,https://www.kunstveiling.nl/items/bert-braam-zonder-titel/237851,107.0,86.0,Zeer Goed,Acryl,Handgesigneerd,Ingelijst,109.0,88.0,1945 t/m 1999,Abstract,Abstract,Bert Braam - zonder titel,..\data\0256.png
257,1607960841-5131,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",307,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3672&q=filter&limit=12&status=sold&sort=enddate,d",105.0,Josef Santen (1926-1988),"Indrukwekkend (ook qua formaat) olieverf op board schilderij gemaakt door (niet gesigneerd) de bekende Haarlemse Kunstschilder Josef Santen (1926-1988). Door de vorige eigenaar direct van de schilder gekocht.Josef Santen was leerling van de Haarlemse schilder H.F. Boot. Deelde 
begin jaren '50 een atelier met Anton Heijboer. Woonde en werkte te 
Amsterdam en Haarlem. Schilderde figuren, portretten, landschappen en 
stillevens in een expressionistisch-naturalistische stijl. Won een derde
 prijs uit het Willink van Collenfonds. Was lid van het 
Schildersgenootschap ""Kunst zij ons doel"" te Haarlem. O.a. werk in het Frans Hals Museum te Haarlem.",https://images.kunstveiling.nl/tmp-44e3251c1363b147824ef9278a541c75-josef-santen_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/groot-impressionistisch-olieverf-naakte-vrouw-in-de-duinen/246616"",",Bekijk item,https://www.kunstveiling.nl/items/josef-santen-groot-impressionistisch-olieverf-naakte-vrouw-in-de-duinen/246616,70.0,50.0,Goed,Olieverf,Ongesigneerd,Ingelijst,90.0,70.0,1945 t/m 1999,Expressionistisch,Figuren,"Josef Santen - GROOT impressionistisch olieverf ""Naakte vrouw in de Duinen""",..\data\0257.png
258,1607952716-1602,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",285,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3408&q=filter&limit=12&status=sold&sort=enddate,d",200.0,Dirk Driest (1889-1989),"Biografie:Dirk van Driest werd geboren op 4 oktober 1889 in de stad Palembang op het Indonesische eiland Sumatra, in die tijd een Nederlandse kolonie. Zijn vader was een ambtenaar uit Nederland en vervolgens in dienst van de koloniale overheid. Om een goede opleiding te verzekeren, werd de jonge Van Driest op achtjarige leeftijd naar Nederland gestuurd, waar hij bij zijn grootouders langs moederszijde woonde. Na interesse in fotografie te hebben ontwikkeld, trainde hij als zodanig en werd professioneel. Zijn carrière op dit gebied werd echter onderbroken door zijn verplichte opleiding aan de Koninklijke Nederlandse Militaire Academie in Breda (1912) en dienst in het Nederlandse Oost-Indische leger (1918-1919). Jarenlang reisde hij internationaal met een theatraal gezelschap als acteur en zanger. Een andere uitlaatklep voor zijn creatieve talent was schilderen, waarmee hij serieus begon in 1927 bij zijn terugkeer naar Nederland, een combinatie van schilderkunst en beeldhouwkunst. Hij heeft echter nooit een formeel academisch of ander formeel kunstprogramma voltooid. Zijn aanvraag voor een kunstopleiding in Parijs werd door de school afgewezen omdat hij op veertigjarige leeftijd als te oud werd beschouwd. In de Tweede Wereldoorlog diende Van Driest in het Nederlandse leger. In 1948 vestigde hij zich in Marokko waar hij acht jaar werkte en vaak zijn werk in Frankrijk exposeerde. Dorps- en haventaferelen en portretten overheersen. In 1956 emigreerde hij naar de Verenigde Staten, via New Orleans. Na een lange reis door het land koos hij voor Taos, New Mexico, om zich te vestigen en de rest van zijn leven daar door te brengen. De Indiërs van New Mexico werden vanaf toen een prominent onderwerp in zijn werk en hij schilderde een reeks portretten van inheemse mensen, met de nadruk op het uiten van hun karakter in plaats van hun fysieke gelijkenis. Van Driest kreeg het Amerikaanse staatsburgerschap in 1981 en stierf in 1989 op 100-jarige leeftijd.Recent veilingrecord tot $ 1600 gerealiseerd op Santa Fe Veilingen in 2006.
opnieuw ingelijst in 1960
Het geheel wordt aangetekend verzonden alleen in Europa.Buiten Europa vind geen verzending plaats.",https://images.kunstveiling.nl/tmp-1e1db6dc8fd349febb35c43dda01329c-dirk-driest_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/sumatraanse-schone-ca1930-pastel-achter-glas/252332"",",Bekijk item,https://www.kunstveiling.nl/items/dirk-driest-sumatraanse-schone-ca1930-pastel-achter-glas/252332,31.0,27.0,Zeer Goed,Gouache,Handgesigneerd,Ingelijst,51.0,47.0,1900 t/m 1944,Oriëntaals,Erotiek,Dirk Driest - Sumatraanse schone ca.1930 - Pastel achter glas,..\data\0258.png
259,1607969204-8776,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",8,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=84&q=filter&limit=12&status=sold&sort=enddate,d",250.0,Christiaan Soer (1882-1961),"C1710, Chris Soer, marouflé, Uitzicht op de watertoren van Monster, paneelmaat 24 x 41 cm, lijstmaat 32 x 49,5 cm, rechtsonder gesigneerd.


Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-b0b0e9330690190d8d19448df47c4f91-christiaan-soer_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c1710-uitzicht-op-de-watertoren-van-monster/327799"",",Bekijk item,https://www.kunstveiling.nl/items/christiaan-soer-c1710-uitzicht-op-de-watertoren-van-monster/327799,24.0,41.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,32.0,49.0,1900 t/m 1944,Impressionistisch,Landschap,"Christiaan Soer - C1710, Uitzicht op de watertoren van Monster",..\data\0259.png
260,1607969244-8793,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",6,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=60&q=filter&limit=12&status=sold&sort=enddate,d",320.0,Adriaan Marinus Geijp (1855-1926),"Olieverf schilderij van koeien in een Hollands polderlandschap, op doek geschilderd en gesigneerd rechtsonder.
Schilderij is gelijst in een authentieke bijpassende lijst, en het geheel verkeert over het algemeen in een goede staat met ouderdomssporen.

Info: A.M. Geijp, geboren 1855 in Middelburg  en overleden 1926 te  Den Haag.
Was aanvankelijk huis- en decoratieschilder en legde zich in Den Haag meer en meer toe op de schilderkunst.
De schilder was autodidact en volgde enkele tekenlessen in Middelburg, woonde en werkte in Middelburg tot 1880, daarna in Den Haag.

Het geheel wordt zorgvuldig verpakt, aangetekend en met track en trace  verstuurd per pakketdienst van GLS.
Verzendkosten voor rekening van koper zijn;
Nederland € 15,- ; België € 20,-; overige EU landen € 40,- 
Verzending naar landen buiten EU mogelijk na overleg en betaling verzendkosten.",https://images.kunstveiling.nl/tmp-24954c65f103b38b72d9bce6dddc8e6c-adriaan-marinus-geijp_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/1855-1926-koeien-in-hollands-polderlandschap/324953"",",Bekijk item,https://www.kunstveiling.nl/items/adriaan-marinus-geijp-1855-1926-koeien-in-hollands-polderlandschap/324953,40.0,60.0,Goed,Olieverf,Handgesigneerd,Ingelijst,56.0,76.0,1800 t/m 1899 (19e Eeuw),Klassiek,Landschap,"Adriaan Marinus Geijp - (1855-1926) - ""Koeien in Hollands Polderlandschap""",..\data\0260.png
261,1607959192-4414,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",223,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2664&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Pieter Celie (1942),"Pieter Celie is een pseudoniem van Theo van de Bult. LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.



Toeslag: Op deze werken zit een toeslag voor de koper van 10,- euro per gewonnen item. Deze toeslag geldt alleen voor werken aangeboden door de Veilingmeester. Zie hiervoor ook onze veilingregels. 


BTW: Alle genoemde bedragen en het bedrag dat u biedt zijn inclusief BTW. Voor zakelijke kopers is de BTW eventueel aftrekbaar over de gehele factuur (eindprijs, toeslag en verzend-/bezorgkosten).


Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden. 


Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op werkdagen tussen 09.15 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.


Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op werkdagen tussen 09.15 - 17.15 uur. 


Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.


Administratieve code: QQSA",https://images.kunstveiling.nl/tmp-9e0f77e1bdbcb0eb6fc9a444c13e6017-pieter-celie_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/gemengde-techniek-op-doek-compositie-ii-ingelijst-groot/271382"",",Bekijk item,https://www.kunstveiling.nl/items/pieter-celie-gemengde-techniek-op-doek-compositie-ii-ingelijst-groot/271382,98.0,88.0,Goed,Gemengde Techniek,Ongesigneerd,Ingelijst,100.0,90.0,1945 t/m 1999,Modern,Figuren,"Pieter Celie - Gemengde techniek op doek, Compositie II - Ingelijst (Groot)",..\data\0261.png
262,1607952450-1489,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",320,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3828&q=filter&limit=12&status=sold&sort=enddate,d",110.0,Astrid Engels (1941),Deze 23 kleuren steendruk is exclusief vervaardigd voor Holland Casino in een oplage van 400 stuks. Dit is nr. 213.  Deze steendruk is vervaardigd i.s.m. drukker Gert Jan Forrer te Bussum. Dit schilderij is inclusief een voor Holland Casino exclusief gemaakt horloge met een wijzerplaat waarop een fragment uit dit schilderij is afgebeeld. Het horloge is van het merk Philippe Pechard en heeft een zwarte leren band.,https://images.kunstveiling.nl/tmp-f35f05e8bd7724488677c58a70dbd9a2-blob_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/queen-of-clubs/237409"",",Bekijk item,https://www.kunstveiling.nl/items/astrid-engels-queen-of-clubs/237409,54.0,37.0,Zeer Goed,Gemengde Techniek,Handgesigneerd,Ingelijst,79.0,62.0,2000 t/m Heden,Expressionistisch,Portret,Astrid Engels - Queen of Clubs,..\data\0262.png
263,1607953552-1966,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",180,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2148&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Peter Brouwer (1935-2010),"Tussen de foto's vindt u een echtheidscertificaat van de kunstenaar. 
Het werk is getaxeerd door kunstveiling.nl. 
De olieverf s aangebracht in grove toetsen waarbij de verf wisselend dik en dun is aangebracht.",https://images.kunstveiling.nl/tmp-85b7e188a3a9c24d37f7d63210eb0f6c-peter-brouwer_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/strandgezicht/282375"",",Bekijk item,https://www.kunstveiling.nl/items/peter-brouwer-strandgezicht/282375,50.0,80.0,Goed,Olieverf,Handgesigneerd,Ingelijst,60.0,90.0,1945 t/m 1999,Impressionistisch,Landschap,Peter Brouwer - Strandgezicht,..\data\0263.png
264,1607953497-1942,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",187,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2232&q=filter&limit=12&status=sold&sort=enddate,d",130.0,Jan Bevort (1917-1996),"Karakteristiek,
groot werk van de Schoorlse kunstenaar John Bevort.  Olieverf op doek, gesigneerd linksonder, in complementerende houten
lijst.  In goede conditie; door de zeer pasteuze
verfstructuur is er op wat plekken wel craquelure, maar die valt niet op
(alleen als je het schilderij voor
het raam hangt).
Afmetingen: 117cm x 97cm (incl. lijst), 100cm x 80cm (doek)
Bij
aankoop moet het werk bij voorkeur worden opgehaald in Diemen (vlakbij het
kantoor van Kunstveiling in Amsterdam Z-O).  De termijn voor ophalen is zeer ruim,
m.a.w. de koper kan het werk eventueel weken of zelfs maanden later ophalen en
het zo mogelijk combineren met een bezoek aan Amsterdam voor andere zaken.
Verzending
per Swift Koeriers is eventueel mogelijk in overleg (alleen in Nederland en België).
--------------------------------------------

John Bevort (1917-1996)
De kunstschilder John Bevort heeft les
gehad op de academie Artibus te Utrecht van Chris Agterberg en G. Nijenhuis
John H.H. Bevort is vooral bekend geworden om zijn met het paletmes
geschilderde naturalistische landschappen. Bevort vestigde zich rond 1960 in
het Noord-Hollandse Schoorl en staat daarom bekend als de Schoorlse Schilder.
Zijn werk werd o.a. in
Amerika en Duitsland geëxposeerd.",https://images.kunstveiling.nl/tmp-5efb5c340b240f8676dc66e6f0e830a2-jan-bevort_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/waterlandschap-olieverf-op-doek-netjes-ingelijst-groot/277609"",",Bekijk item,https://www.kunstveiling.nl/items/jan-bevort-waterlandschap-olieverf-op-doek-netjes-ingelijst-groot/277609,80.0,100.0,Goed,Olieverf,Handgesigneerd,Ingelijst,97.0,117.0,1945 t/m 1999,Expressionistisch,Landschap,"Jan Bevort - Waterlandschap, olieverf op doek (netjes ingelijst, groot)",..\data\0264.png
265,1607958671-4188,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",206,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2460&q=filter&limit=12&status=sold&sort=enddate,d",600.0,Hessel de Boer (1921-2003),"De kunstenaar Hessel de
Boer is een Haagse schilder in de ware zin des woords. Geroemd om zijn
stadsgezichten van de hofstad, maar ook om de vele portretten die hij
maakte. Tot de verbeelding spreken zijn in zonlicht badende landschappen
die hij schilderde in een fijne stippeltechniek. Winnaar van de Willink
Collenprijs in 1954 en lid van kunstenaarsvereniging Pulchri. Dit werk
komt uit de nalatenschap van Hessel de Boer.

 

ET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.



Toeslag: Op deze werken zit een toeslag voor de koper van 10,- euro per gewonnen item. Deze toeslag geldt alleen voor werken aangeboden door de Veilingmeester. Zie hiervoor ook onze veilingregels. 
Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden. 
Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op werkdagen tussen 09.15 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.
Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op werkdagen tussen 09.15 - 17.15 uur. 
Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.


Administratieve code:                       
QQRON
KLASSIEK",https://images.kunstveiling.nl/tmp-aeaaf395ef5fb7f2b2bae83a55a47903-hessel-de-boer_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-opgebroken-straat-noordeinde-in-den-haag-ingelijst/270940"",",Bekijk item,https://www.kunstveiling.nl/items/hessel-de-boer-olieverf-op-doek-opgebroken-straat-noordeinde-in-den-haag-ingelijst/270940,59.0,59.0,Zeer Goed,Olieverf,Ongesigneerd,Ingelijst,62.0,62.0,1945 t/m 1999,Impressionistisch,Stadsgezicht,"Hessel de Boer - Olieverf op doek, Opgebroken straat, Noordeinde in Den Haag - Ingelijst",..\data\0265.png
266,1607958809-4247,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",213,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2544&q=filter&limit=12&status=sold&sort=enddate,d",110.0,Matt Lamb (1932-2012),"LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.



Toeslag: Op deze werken zit een toeslag voor de koper van 10,- euro per gewonnen item. Deze toeslag geldt alleen voor werken aangeboden door de Veilingmeester. Zie hiervoor ook onze veilingregels.
Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden.
Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op werkdagen tussen 09.15 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.
Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op werkdagen tussen 09.15 - 17.15 uur.
Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.


Administratieve code:


QQWW",https://images.kunstveiling.nl/tmp-cde21e577f25e3e7033a3feeca091249-matt-lamb_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-zonder-titel-ingelijst-groot/269954"",",Bekijk item,https://www.kunstveiling.nl/items/matt-lamb-olieverf-op-doek-zonder-titel-ingelijst-groot/269954,100.0,100.0,Goed,Olieverf,Handgesigneerd,Ingelijst,104.0,104.0,1945 t/m 1999,Abstract,Abstract,"Matt Lamb - Olieverf op doek, Zonder titel - Ingelijst (Groot)",..\data\0266.png
267,1607958521-4123,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",199,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2376&q=filter&limit=12&status=sold&sort=enddate,d",155.0,Lena ten Bosch (1890-1945),"Lena ten Bosch, bloemstilleven, olie op doek, r.o. gesigneerd, doekmaat 35x25, lijstmaat 42,5x32.

Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-8a0426f3f68c08e293db58ee011fe6bd-lena-ten-bosch_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/b8950-bloemstilleven/274842"",",Bekijk item,https://www.kunstveiling.nl/items/lena-ten-bosch-b8950-bloemstilleven/274842,35.0,25.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,42.0,32.0,1900 t/m 1944,Impressionistisch,Stilleven,Lena ten Bosch - B8950 - Bloemstilleven,..\data\0267.png
268,1607952652-1575,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",298,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3564&q=filter&limit=12&status=sold&sort=enddate,d",125.0,Jaap Luttge (1904-1989),"J LUTTGE
STILLEVEN MET HAMER
OLIEVERF OP KARTON IN DE MAAT 40 X 55 CM
FRAAI GEKADERD IN DE MAAT 55 X 70 CM
GOEDE STAAT
VERZENDEN AANGETEKEND PAKKETof OPHALEN IN BEVERWIJK",https://images.kunstveiling.nl/tmp-0078e42f93c3b8e83b23b6eba19e2bf0-jaap-luttge_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/stilleven-met-schoen/250000"",",Bekijk item,https://www.kunstveiling.nl/items/jaap-luttge-stilleven-met-schoen/250000,40.0,55.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,55.0,70.0,1945 t/m 1999,Modern,Stilleven,Jaap Luttge - STILLEVEN MET SCHOEN,..\data\0268.png
269,1607954516-2385,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",60,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=708&q=filter&limit=12&status=sold&sort=enddate,d",300.0,Theophile de Bock (1851-1904),"Het werk is ongesigneerd. Op de achterzijde van het paneel zit een sticker met een persoonlijke opdracht en een deel van De Bock's signatuur. Wij kunnen dit werk echter niet garanderen.
LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.
Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden.Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur.Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.Volgrecht: Voor werken met een totale prijs (inclusief veilingkosten maar exclusief BTW) boven de 3000,- euro, is het wettelijk Volgrecht van minimaal 4% van toepassing. Het volgrecht dient betaald te worden door de koper. Kunstveiling zal zorg dragen voor de financiële afwikkeling van de Volgrecht-vergoeding volgens de vastgelegde bepalingen.",https://images.kunstveiling.nl/tmp-2741bf617ed35895d22f70e3e2bed387-theophile-de-bock_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/toegeschreven-aan-olieverf-op-paneel-bomen-langs-een-weggetje/313870"",",Bekijk item,https://www.kunstveiling.nl/items/theophile-de-bock-toegeschreven-aan-olieverf-op-paneel-bomen-langs-een-weggetje/313870,31.0,19.0,Zeer Goed,Olieverf,Ongesigneerd,Ingelijst,46.0,35.0,1800 t/m 1899 (19e Eeuw),Impressionistisch,Landschap,"Theophile de Bock - (Toegeschreven aan) Olieverf op paneel, Bomen langs een weggetje",..\data\0269.png
